run_id,learning_rate,batch_size,dropout,best_val_loss,best_epoch,training_time_seconds
3,0.0005,64,0.2,0.034875765442848206,25,1.4297623001039028
1,0.0005,32,0.2,0.03772565722465515,10,1.5306093000108376
4,0.0005,64,0.3,0.03909111022949219,30,1.6480507000815123
7,0.001,64,0.2,0.041781600564718246,16,1.1516042000148445
2,0.0005,32,0.3,0.04368160665035248,16,1.7866669999202713
8,0.001,64,0.3,0.04989448934793472,11,0.948224899941124
5,0.001,32,0.2,0.05037311092019081,27,2.4548941999673843
6,0.001,32,0.3,0.06533055752515793,11,1.5929040999617428
